timestamp,MTR02_TEMP,MTR02_TEMP_B,MTR02_VIB_H,MTR02_CURRENT,MTR02_RUN,HYD02_PRESS,HYD02_PRESS_ACC,HYD02_FLOW,FUR02_TEMP_Z1
2026-04-01 05:30:00,50.5,50.0,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-01 05:40:00,51.0,50.5,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-01 05:50:00,50.5,50.0,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 06:00:00,51.0,50.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 06:10:00,51.0,50.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 06:20:00,51.5,51.0,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 06:30:00,51.0,50.5,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 06:40:00,51.5,51.0,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 06:50:00,51.0,50.5,1.9,63.0,1,153.0,148.0,118.5,1196.0
2026-04-01 07:00:00,51.5,51.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 07:10:00,51.0,50.5,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-01 07:20:00,51.5,51.0,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-01 07:30:00,51.5,50.5,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 07:40:00,52.0,51.0,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 07:50:00,51.5,50.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 08:00:00,51.5,51.0,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 08:10:00,52.0,51.0,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 08:20:00,52.0,51.5,1.8,62.5,1,152.0,148.0,118.0,1450.0
2026-04-01 08:30:00,51.5,51.0,1.9,63.0,1,153.0,148.0,118.5,1196.0
2026-04-01 08:40:00,52.0,51.5,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 08:50:00,52.0,51.0,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-01 09:00:00,52.5,51.5,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-01 09:10:00,52.0,51.0,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 09:20:00,52.5,51.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 09:30:00,52.0,51.0,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 09:40:00,52.5,51.5,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 09:50:00,52.0,51.0,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 10:00:00,52.5,51.5,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 10:10:00,52.5,51.5,1.9,63.0,1,152.0,148.0,118.5,1196.0
2026-04-01 10:20:00,53.0,52.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 10:30:00,52.0,51.5,2.0,64.0,1,152.0,148.0,118.0,1195.0
2026-04-01 10:40:00,53.0,52.0,1.9,63.5,1,152.0,149.0,118.5,1196.0
2026-04-01 10:50:00,52.5,51.5,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 11:00:00,53.0,52.0,1.9,63.0,1,152.0,147.0,118.0,1195.0
2026-04-01 11:10:00,52.5,51.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 11:20:00,53.0,52.0,2.1,64.5,1,152.0,149.0,118.5,1194.0
2026-04-01 11:30:00,52.5,51.5,1.8,63.0,1,152.0,148.0,118.0,1195.0
2026-04-01 11:40:00,53.0,52.0,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 11:50:00,52.5,51.5,1.9,63.0,1,152.0,148.0,118.5,1196.0
2026-04-01 12:00:00,53.0,52.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 12:10:00,53.0,52.0,2.0,64.0,1,152.0,148.0,118.0,1195.0
2026-04-01 12:20:00,53.5,52.0,1.9,63.5,1,152.0,149.0,118.5,1196.0
2026-04-01 12:30:00,53.0,51.5,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 12:40:00,53.5,52.0,1.9,63.0,1,152.0,147.0,118.0,1195.0
2026-04-01 12:50:00,53.0,52.0,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 13:00:00,53.5,52.5,2.1,64.5,1,152.0,149.0,118.5,1194.0
2026-04-01 13:10:00,53.0,51.5,1.8,63.0,1,152.0,148.0,118.0,1195.0
2026-04-01 13:20:00,53.5,52.0,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 13:30:00,53.0,52.0,1.9,63.0,1,152.0,148.0,118.5,1196.0
2026-04-01 13:40:00,53.5,52.5,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 13:50:00,53.0,52.0,2.0,64.0,1,152.0,148.0,118.0,1195.0
2026-04-01 14:00:00,53.5,52.0,1.9,63.5,1,152.0,149.0,118.5,1196.0
2026-04-01 14:10:00,53.5,52.5,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 14:20:00,54.0,52.5,1.9,63.0,1,152.0,147.0,118.0,1195.0
2026-04-01 14:30:00,53.5,52.0,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 14:40:00,54.0,52.5,2.1,64.5,1,152.0,149.0,118.5,1194.0
2026-04-01 14:50:00,53.5,52.0,1.8,63.0,1,152.0,148.0,118.0,1195.0
2026-04-01 15:00:00,54.0,52.5,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 15:10:00,53.5,52.0,1.9,63.0,1,152.0,148.0,118.5,1196.0
2026-04-01 15:20:00,54.0,52.5,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 15:30:00,53.5,52.5,2.0,64.0,1,152.0,148.0,118.0,1195.0
2026-04-01 15:40:00,54.0,52.5,1.9,63.5,1,152.0,149.0,118.5,1196.0
2026-04-01 15:50:00,53.5,52.0,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 16:00:00,54.0,52.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 16:10:00,54.0,52.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 16:20:00,54.5,53.0,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 16:30:00,53.5,52.5,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 16:40:00,54.5,53.0,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 16:50:00,54.0,52.5,1.9,63.0,1,153.0,148.0,118.5,1196.0
2026-04-01 17:00:00,54.5,53.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 17:10:00,54.0,52.5,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-01 17:20:00,54.5,53.0,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-01 17:30:00,54.0,52.5,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 17:40:00,54.5,53.0,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 17:50:00,54.0,52.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 18:00:00,54.0,52.0,0.0,0.0,0,0.0,149.0,0.0,1194.0
2026-04-01 18:10:00,53.0,51.5,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 18:20:00,52.5,51.0,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 18:30:00,52.0,50.5,0.0,0.0,0,0.0,148.0,0.0,1196.0
2026-04-01 18:40:00,51.5,50.0,0.0,0.0,0,0.0,147.0,0.0,1194.0
2026-04-01 18:50:00,51.0,49.5,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 19:00:00,50.5,49.0,0.0,0.0,0,0.0,149.0,0.0,1196.0
2026-04-01 19:10:00,50.0,48.5,0.0,0.0,0,0.0,148.0,0.0,1194.0
2026-04-01 19:20:00,49.5,47.5,0.0,0.0,0,0.0,147.0,0.0,1195.0
2026-04-01 19:30:00,49.0,47.0,0.0,0.0,0,0.0,148.0,0.0,1196.0
2026-04-01 19:40:00,48.5,46.5,0.0,0.0,0,0.0,149.0,0.0,1194.0
2026-04-01 19:50:00,48.0,46.0,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 20:00:00,47.5,45.5,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 20:10:00,47.0,45.0,0.0,0.0,0,0.0,148.0,0.0,1196.0
2026-04-01 20:20:00,46.5,44.5,0.0,0.0,0,0.0,147.0,0.0,1194.0
2026-04-01 20:30:00,45.5,44.0,0.0,0.0,0,0.0,148.0,0.0,1195.0
2026-04-01 20:40:00,45.0,43.5,0.0,0.0,0,0.0,149.0,0.0,1196.0
2026-04-01 20:50:00,44.5,43.0,0.0,0.0,0,0.0,148.0,0.0,1194.0
2026-04-01 21:00:00,55.0,53.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 21:10:00,54.5,52.5,1.8,62.0,1,152.0,148.0,117.5,1196.0
2026-04-01 21:20:00,55.0,53.0,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 21:30:00,55.0,53.0,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 21:40:00,55.5,53.5,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 21:50:00,55.0,53.0,1.9,63.0,1,153.0,148.0,118.5,1196.0
2026-04-01 22:00:00,55.0,53.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 22:10:00,55.0,53.0,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-01 22:20:00,55.5,53.5,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-01 22:30:00,55.0,53.0,1.7,62.5,1,152.0,148.0,117.0,1194.0
2026-04-01 22:40:00,55.5,53.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-01 22:50:00,55.0,53.0,1.8,62.0,1,152.0,148.0,117.5,1450.0
2026-04-01 23:00:00,55.5,53.5,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-01 23:10:00,55.0,53.0,1.8,63.0,1,153.0,148.0,118.0,1195.0
2026-04-01 23:20:00,55.5,53.5,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-01 23:30:00,55.0,53.0,1.9,63.0,1,153.0,148.0,118.5,1196.0
2026-04-01 23:40:00,55.5,53.5,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-01 23:50:00,55.0,53.0,2.0,64.0,1,151.0,148.0,118.0,1195.0
2026-04-02 00:00:00,55.5,53.0,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-02 00:10:00,55.5,53.5,1.7,62.5,1,152.0,148.0,118.8,1194.0
2026-04-02 00:20:00,55.5,53.5,1.9,63.0,1,154.0,147.0,116.5,1195.0
2026-04-02 00:30:00,55.0,53.0,1.8,62.0,1,152.0,148.0,119.7,1196.0
2026-04-02 00:40:00,55.5,53.5,2.1,64.5,1,151.0,149.0,116.5,1194.0
2026-04-02 00:50:00,55.5,53.0,1.8,63.0,1,153.0,148.0,119.6,1195.0
2026-04-02 01:00:00,56.0,53.5,1.8,62.5,1,152.0,148.0,116.1,1195.0
2026-04-02 01:10:00,55.5,53.0,1.9,63.0,1,153.0,148.0,120.9,1196.0
2026-04-02 01:20:00,55.5,53.5,1.8,62.0,1,152.0,147.0,115.8,1194.0
2026-04-02 01:30:00,55.5,53.0,2.0,64.0,1,151.0,148.0,119.5,1195.0
2026-04-02 01:40:00,56.0,53.5,1.9,63.5,1,153.0,149.0,116.2,1196.0
2026-04-02 01:50:00,55.5,53.0,1.7,62.5,1,152.0,148.0,119.0,1194.0
2026-04-02 02:00:00,55.5,53.5,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-02 02:10:00,56.0,53.5,1.8,62.0,1,152.0,148.0,119.3,1196.0
2026-04-02 02:20:00,56.0,53.5,2.1,64.5,1,151.0,149.0,117.0,1194.0
2026-04-02 02:30:00,55.5,53.0,1.8,63.0,1,153.0,148.0,120.2,1195.0
2026-04-02 02:40:00,56.0,53.5,1.8,62.5,1,152.0,148.0,116.0,1195.0
2026-04-02 02:50:00,55.5,53.0,1.9,63.0,1,153.0,148.0,120.1,1196.0
2026-04-02 03:00:00,56.0,53.5,1.8,62.0,1,152.0,147.0,115.6,1194.0
2026-04-02 03:10:00,55.5,53.0,2.0,64.0,1,151.0,148.0,120.4,1195.0
2026-04-02 03:20:00,56.0,53.5,1.9,63.5,1,153.0,149.0,116.8,1196.0
2026-04-02 03:30:00,56.0,53.5,1.7,62.5,1,152.0,148.0,118.5,1194.0
2026-04-02 03:40:00,56.0,53.5,1.9,63.0,1,154.0,147.0,115.7,1195.0
2026-04-02 03:50:00,55.5,53.0,1.8,62.0,1,152.0,148.0,119.5,1196.0
2026-04-02 04:00:00,56.0,53.5,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-02 04:10:00,56.0,53.5,1.8,63.0,1,153.0,148.0,119.8,1195.0
2026-04-02 04:20:00,56.5,54.0,1.8,62.5,1,152.0,148.0,116.5,1195.0
2026-04-02 04:30:00,56.0,53.0,1.9,63.0,1,153.0,148.0,120.7,1196.0
2026-04-02 04:40:00,56.5,53.5,1.8,62.0,1,152.0,147.0,115.5,1194.0
2026-04-02 04:50:00,56.0,53.5,2.0,64.0,1,151.0,148.0,119.6,1195.0
2026-04-02 05:00:00,56.5,54.0,1.9,63.5,1,153.0,149.0,116.6,1196.0
2026-04-02 05:10:00,56.0,53.0,1.7,62.5,1,152.0,148.0,119.4,1194.0
2026-04-02 05:20:00,56.5,53.5,1.9,63.0,1,154.0,147.0,116.3,1195.0
2026-04-02 05:30:00,56.0,53.5,1.8,62.0,1,152.0,148.0,119.0,1196.0
2026-04-02 05:40:00,56.5,54.0,2.1,64.5,1,151.0,149.0,116.2,1194.0
2026-04-02 05:50:00,56.0,53.5,1.8,63.0,1,153.0,148.0,120.0,1195.0
2026-04-02 06:00:00,56.0,53.5,,62.5,1,152.0,148.0,118.0,1195.0
2026-04-02 06:10:00,56.5,53.5,,63.0,1,153.0,148.0,120.3,1196.0
2026-04-02 06:20:00,56.5,54.0,,62.0,1,152.0,147.0,116.0,1194.0
2026-04-02 06:30:00,56.0,53.5,,64.0,1,151.0,148.0,120.2,1195.0
2026-04-02 06:40:00,56.5,54.0,,63.5,1,153.0,149.0,116.5,1196.0
2026-04-02 06:50:00,56.0,53.5,,62.5,1,152.0,148.0,118.6,1194.0
2026-04-02 07:00:00,56.5,54.0,,63.0,1,154.0,147.0,116.1,1195.0
2026-04-02 07:10:00,56.0,53.5,,62.0,1,152.0,148.0,119.9,1196.0
2026-04-02 07:20:00,56.5,53.5,,64.5,1,151.0,149.0,116.8,1194.0
2026-04-02 07:30:00,56.5,53.5,,63.0,1,153.0,148.0,119.5,1195.0
2026-04-02 07:40:00,56.5,54.0,,62.5,1,152.0,148.0,115.7,1195.0
2026-04-02 07:50:00,56.0,53.5,,63.0,1,153.0,148.0,120.5,1196.0
2026-04-02 08:00:00,56.5,53.5,,62.0,1,152.0,147.0,117.5,1194.0
2026-04-02 08:10:00,56.5,53.5,,64.0,1,151.0,148.0,119.8,1195.0
2026-04-02 08:20:00,57.0,54.0,,63.5,1,153.0,149.0,117.0,1196.0
2026-04-02 08:30:00,56.5,53.5,,62.5,1,152.0,148.0,119.2,1194.0
2026-04-02 08:40:00,57.0,54.0,,63.0,1,154.0,147.0,116.0,1195.0
2026-04-02 08:50:00,56.5,53.5,,62.0,1,152.0,148.0,119.1,1196.0
2026-04-02 09:00:00,57.0,54.0,2.1,64.5,1,151.0,149.0,116.6,1194.0
2026-04-02 09:10:00,56.5,53.5,1.8,63.0,1,153.0,148.0,120.4,1195.0
2026-04-02 09:20:00,57.0,54.0,1.8,62.5,1,152.0,148.0,116.3,1195.0
2026-04-02 09:30:00,56.5,53.5,1.9,63.0,1,153.0,148.0,120.0,1196.0
2026-04-02 09:40:00,57.0,54.0,1.8,62.0,1,152.0,147.0,115.2,1194.0
2026-04-02 09:50:00,56.5,53.5,2.0,64.0,1,151.0,148.0,120.0,1195.0
2026-04-02 10:00:00,56.5,53.5,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-02 10:10:00,57.0,53.5,1.7,62.5,1,152.0,148.0,118.8,1194.0
2026-04-02 10:20:00,57.0,54.0,1.9,63.0,1,154.0,147.0,116.5,1195.0
2026-04-02 10:30:00,56.5,53.5,1.8,62.0,1,152.0,148.0,119.7,1196.0
2026-04-02 10:40:00,57.0,54.0,2.1,64.5,1,151.0,149.0,116.5,1194.0
2026-04-02 10:50:00,56.5,53.5,1.8,63.0,1,153.0,148.0,119.6,1195.0
2026-04-02 11:00:00,57.0,54.0,1.8,62.5,1,152.0,160.0,116.1,1195.0
2026-04-02 11:10:00,56.5,53.5,1.9,63.0,1,153.0,160.0,120.9,1196.0
2026-04-02 11:20:00,57.0,54.0,1.8,62.0,1,152.0,160.0,115.8,1194.0
2026-04-02 11:30:00,57.0,53.5,2.0,64.0,1,151.0,160.0,119.5,1195.0
2026-04-02 11:40:00,57.0,54.0,1.9,63.5,1,153.0,160.0,116.2,1196.0
2026-04-02 11:50:00,56.5,53.5,1.7,62.5,1,152.0,160.0,119.0,1194.0
2026-04-02 12:00:00,57.0,53.5,1.9,63.0,1,154.0,160.0,118.0,1195.0
2026-04-02 12:10:00,57.0,54.0,1.8,62.0,1,152.0,160.0,119.3,1196.0
2026-04-02 12:20:00,57.5,54.0,2.1,64.5,1,151.0,160.0,117.0,1194.0
2026-04-02 12:30:00,56.5,53.5,1.8,63.0,1,153.0,160.0,120.2,1195.0
2026-04-02 12:40:00,57.5,54.0,1.8,62.5,1,152.0,160.0,116.0,1195.0
2026-04-02 12:50:00,57.0,53.5,1.9,63.0,1,153.0,160.0,120.1,1196.0
2026-04-02 13:00:00,57.5,54.0,1.8,62.0,1,152.0,160.0,115.6,1194.0
2026-04-02 13:10:00,57.0,53.5,2.0,64.0,1,151.0,160.0,120.4,1195.0
2026-04-02 13:20:00,57.0,54.0,1.9,63.5,1,153.0,160.0,116.8,1196.0
2026-04-02 13:30:00,57.0,53.5,1.7,62.5,1,152.0,160.0,118.5,1194.0
2026-04-02 13:40:00,57.5,54.0,1.9,63.0,1,154.0,147.0,115.7,1195.0
2026-04-02 13:50:00,57.0,53.5,1.8,62.0,1,152.0,148.0,119.5,1196.0
2026-04-02 14:00:00,57.0,54.0,2.1,64.5,1,151.0,149.0,118.5,1194.0
2026-04-02 14:10:00,57.5,54.0,1.8,63.0,1,153.0,148.0,119.8,1195.0
2026-04-02 14:20:00,57.5,54.0,1.8,62.5,1,152.0,148.0,116.5,1195.0
2026-04-02 14:30:00,57.0,53.5,1.9,63.0,1,153.0,148.0,120.7,1196.0
2026-04-02 14:40:00,57.5,54.0,1.8,62.0,1,152.0,147.0,115.5,1194.0
2026-04-02 14:50:00,57.0,53.5,2.0,64.0,1,151.0,148.0,119.6,1450.0
2026-04-02 15:00:00,57.5,54.0,1.9,63.5,1,153.0,149.0,116.6,1196.0
2026-04-02 15:10:00,57.0,53.5,1.7,62.5,1,152.0,148.0,119.4,1194.0
2026-04-02 15:20:00,57.5,54.0,1.9,63.0,1,154.0,147.0,116.3,1195.0
2026-04-02 15:30:00,57.0,53.5,1.8,62.0,1,152.0,148.0,119.0,1196.0
2026-04-02 15:40:00,57.5,54.0,2.1,64.5,1,151.0,149.0,116.2,1194.0
2026-04-02 15:50:00,57.0,53.5,1.8,63.0,1,153.0,148.0,120.0,1195.0
2026-04-02 16:00:00,57.5,54.0,1.8,62.5,1,152.0,148.0,118.0,1195.0
2026-04-02 16:10:00,57.5,54.0,1.9,63.0,1,153.0,148.0,120.3,1196.0
2026-04-02 16:20:00,57.5,54.0,1.8,62.0,1,152.0,147.0,116.0,1194.0
2026-04-02 16:30:00,57.0,53.5,2.0,64.0,1,151.0,148.0,120.2,1195.0
2026-04-02 16:40:00,57.5,54.0,1.9,63.5,1,153.0,149.0,116.5,1196.0
2026-04-02 16:50:00,57.5,53.5,1.7,62.5,1,152.0,148.0,118.6,1194.0
2026-04-02 17:00:00,58.0,54.0,1.9,63.0,1,154.0,147.0,116.1,1195.0
2026-04-02 17:10:00,57.0,53.5,1.8,62.0,1,152.0,148.0,119.9,1196.0
2026-04-02 17:20:00,57.5,54.0,2.1,64.5,1,151.0,149.0,116.8,1194.0
2026-04-02 17:30:00,57.5,53.5,1.8,63.0,1,153.0,148.0,119.5,1195.0
2026-04-02 17:40:00,58.0,54.0,1.8,62.5,1,152.0,148.0,115.7,1195.0
2026-04-02 17:50:00,57.5,53.5,1.9,63.0,1,153.0,148.0,120.5,1196.0
2026-04-02 18:00:00,57.5,54.0,1.8,62.0,1,152.0,147.0,117.5,1194.0
2026-04-02 18:10:00,57.5,54.0,2.0,64.0,1,151.0,148.0,119.8,1195.0
2026-04-02 18:20:00,58.0,54.0,1.9,63.5,1,153.0,149.0,117.0,1196.0
2026-04-02 18:30:00,57.5,53.5,1.7,62.5,1,152.0,148.0,119.2,1194.0
2026-04-02 18:40:00,58.0,54.0,1.9,63.0,1,154.0,147.0,116.0,1195.0
2026-04-02 18:50:00,57.5,53.5,1.8,62.0,1,152.0,148.0,119.1,1196.0
2026-04-02 19:00:00,58.0,54.0,2.1,64.5,1,151.0,149.0,116.6,1194.0
2026-04-02 19:10:00,57.5,53.5,1.8,63.0,1,153.0,148.0,120.4,1195.0
2026-04-02 19:20:00,58.0,54.0,1.8,62.5,1,152.0,148.0,116.3,1195.0
2026-04-02 19:30:00,57.5,53.5,1.9,63.0,1,153.0,148.0,120.0,1196.0
2026-04-02 19:40:00,58.0,54.0,1.8,62.0,1,152.0,147.0,115.2,1194.0
2026-04-02 19:50:00,57.5,53.5,2.0,64.0,1,151.0,148.0,120.0,1195.0
2026-04-02 20:00:00,58.0,54.0,1.9,63.5,1,153.0,149.0,118.5,1196.0
2026-04-02 20:10:00,58.0,54.0,1.7,62.5,1,152.0,148.0,118.8,1194.0
2026-04-02 20:20:00,58.0,54.0,1.9,63.0,1,154.0,147.0,116.5,1195.0
2026-04-02 20:30:00,57.5,53.5,1.8,62.0,1,152.0,148.0,119.7,1196.0
2026-04-02 20:40:00,58.0,54.0,2.1,64.5,1,151.0,149.0,116.5,1194.0
2026-04-02 20:50:00,57.5,53.5,1.8,63.0,1,153.0,148.0,119.6,1195.0
2026-04-02 21:00:00,58.5,54.0,1.8,62.5,1,152.0,148.0,116.1,1195.0
2026-04-02 21:10:00,57.5,53.5,1.9,63.0,1,153.0,148.0,120.9,1196.0
2026-04-02 21:20:00,58.0,54.0,1.8,62.0,1,152.0,147.0,115.8,1194.0
2026-04-02 21:30:00,58.0,53.5,2.0,64.0,1,151.0,148.0,119.5,1195.0
2026-04-02 21:40:00,58.5,54.0,1.9,63.5,1,153.0,149.0,116.2,1196.0
2026-04-02 21:50:00,58.0,53.5,1.7,62.5,1,152.0,148.0,119.0,1194.0
2026-04-02 22:00:00,58.0,54.0,1.9,63.0,1,154.0,147.0,118.0,1195.0
2026-04-02 22:10:00,58.0,54.0,1.8,62.0,1,152.0,148.0,119.3,1196.0
2026-04-02 22:20:00,58.5,54.0,2.1,64.5,1,151.0,149.0,117.0,1194.0
2026-04-02 22:30:00,58.0,53.5,1.8,63.0,1,153.0,148.0,120.2,1195.0
2026-04-02 22:40:00,58.5,54.0,1.8,62.5,1,152.0,148.0,116.0,1195.0
2026-04-02 22:50:00,58.0,53.5,1.9,63.0,1,153.0,148.0,120.1,1196.0
2026-04-02 23:00:00,58.5,54.0,1.8,62.0,1,152.0,147.0,115.6,1194.0
2026-04-02 23:10:00,58.0,53.5,2.0,64.0,1,151.0,148.0,120.4,1195.0
2026-04-02 23:20:00,58.5,54.0,1.9,63.5,1,153.0,149.0,116.8,1196.0
2026-04-02 23:30:00,58.0,53.5,1.7,62.5,1,152.0,148.0,118.5,1194.0
2026-04-02 23:40:00,58.5,54.0,1.9,63.0,1,154.0,147.0,115.7,1195.0
2026-04-02 23:50:00,58.0,53.5,1.8,62.0,1,152.0,148.0,119.5,1196.0
