측정시각,불량여부,센서01,센서02,센서03,센서04,센서05,센서06,센서07,센서08,센서09,센서10,센서11,센서12,센서13,센서14,센서15,센서16,센서17,센서18,센서19,센서20
29/07/2008 06:19:00,0,1.576,-0.022,-0.008,0.961,202.134,0.0,5.37,414.067,106.181,3047.78,0.0,4.164,0.52,1.419,9.296,0.216,466.298,,0.016,0.005
29/07/2008 08:23:00,1,1.534,-0.028,0.005,0.962,201.786,0.0,5.105,408.76,113.372,2912.87,0.0,4.164,0.52,0.577,8.299,0.18,464.678,2.269,0.016,0.005
29/07/2008 11:47:00,0,1.492,-0.003,0.003,0.949,200.04,0.0,13.986,420.14,102.267,3076.38,0.0,4.164,0.52,1.41,7.845,0.408,464.761,,0.023,0.007
29/07/2008 15:41:00,0,1.518,0.011,0.011,0.948,200.0,0.0,5.138,421.588,110.545,3055.97,0.0,4.164,0.52,0.73,9.812,0.161,467.345,,0.016,0.005
29/07/2008 15:49:00,1,1.553,0.017,0.007,0.961,199.322,0.0,7.359,416.814,56.036,2993.59,0.0,3.049,0.38,1.144,8.945,0.33,462.822,3.038,0.014,0.004
29/07/2008 17:05:00,1,1.552,-0.034,0.006,0.949,195.919,0.0,4.79,406.429,55.832,2946.86,0.0,4.164,0.52,0.774,8.214,0.154,467.604,,0.016,0.006
29/07/2008 18:08:00,1,1.572,-0.01,0.005,0.962,201.482,0.0,6.507,418.819,55.832,2942.31,0.0,3.049,0.38,,,,465.68,,,
29/07/2008 21:07:00,0,1.528,-0.019,-0.008,0.945,200.438,0.0,16.593,426.847,63.97,2993.14,0.0,4.164,0.52,0.596,8.915,0.172,467.066,3.613,0.016,0.005
29/07/2008 23:14:00,0,1.471,0.044,0.015,0.949,196.472,0.0,3.513,397.744,50.871,2938.41,0.0,4.164,0.52,0.541,8.626,0.117,463.717,,0.018,0.006
29/07/2008 23:19:00,0,1.532,-0.001,0.005,0.953,200.003,0.0,13.439,422.305,50.871,3058.98,,3.138,0.39,,,,467.975,0.371,,
30/07/2008 06:30:00,0,1.649,-0.024,0.003,0.945,200.405,0.0,5.332,422.217,21.992,2950.46,0.0,4.164,0.52,0.94,7.712,0.313,466.55,1.013,0.005,0.002
30/07/2008 07:08:00,0,1.551,-0.002,0.003,0.944,199.42,0.0,4.903,427.575,115.1,3060.03,0.0,4.164,0.52,0.702,10.294,0.212,469.8,,0.011,0.003
30/07/2008 12:02:00,0,1.487,0.036,0.003,0.957,199.744,0.0,3.366,393.667,157.857,2983.09,0.0,2.715,0.34,0.799,10.574,0.133,465.612,3.518,0.019,0.007
30/07/2008 12:29:00,1,1.479,0.005,0.012,0.961,198.632,0.0,2.249,396.968,109.427,2935.94,0.0,3.69,0.46,1.116,7.6,0.293,468.456,0.865,0.022,0.006
30/07/2008 21:16:00,1,1.444,-0.018,0.026,0.957,200.035,0.0,4.214,404.606,145.634,3004.09,0.0,3.268,0.41,0.603,6.25,0.191,467.311,1.04,0.03,0.01
31/07/2008 13:57:00,0,1.563,-0.016,-0.001,0.954,199.844,0.0,5.283,415.469,46.459,3020.76,0.0,3.138,0.39,,,,464.849,2.104,0.013,0.005
31/07/2008 15:36:00,0,1.593,0.016,-0.004,0.967,191.15,0.0,4.173,396.881,107.833,3042.08,0.0,2.715,0.34,1.051,8.045,0.183,464.495,3.714,0.022,0.008
31/07/2008 17:07:00,0,1.564,0.02,0.004,0.964,191.479,0.0,10.246,410.013,100.176,3000.56,0.0,2.715,0.34,0.737,7.039,0.152,464.778,2.878,0.018,0.006
31/07/2008 20:18:00,1,1.473,0.021,0.003,0.976,191.225,0.0,11.414,408.294,87.303,2990.22,0.0,2.784,0.35,1.618,10.192,0.696,465.745,4.947,0.017,0.005
01/08/2008 02:02:00,0,1.507,0.013,-0.002,0.965,201.893,0.0,11.444,425.767,20.891,3016.64,0.0,4.185,0.52,0.548,7.993,0.181,467.89,2.45,0.006,0.002
01/08/2008 05:52:00,1,1.467,-0.009,0.007,0.968,195.262,0.0,14.16,426.28,187.355,2980.84,0.0,,,0.598,8.041,0.212,466.162,3.233,0.056,0.015
01/08/2008 10:20:00,0,1.497,-0.008,0.007,0.968,195.641,0.0,9.973,409.566,33.452,2847.81,0.0,2.407,0.3,,,,467.922,2.746,0.012,0.003
01/08/2008 10:26:00,0,1.473,-0.004,0.014,0.97,195.493,0.0,15.95,429.724,134.201,,0.0,2.407,0.3,0.828,6.78,0.059,465.96,1.727,0.019,0.006
01/08/2008 11:28:00,0,1.508,-0.009,0.007,0.966,195.596,0.0,17.117,430.605,134.201,2975.64,0.0,4.185,0.52,0.606,7.709,0.108,467.846,1.739,,
01/08/2008 12:29:00,0,1.444,0.001,0.009,0.967,194.458,0.0,17.206,428.595,121.548,3066.19,0.0,2.407,0.3,1.134,10.201,0.53,466.521,2.811,0.013,0.004
01/08/2008 14:07:00,0,1.557,0.019,0.008,0.968,201.699,0.0,10.158,405.836,65.231,2873.35,0.0,2.715,0.34,0.723,9.228,0.161,494.491,1.975,0.012,0.004
01/08/2008 15:10:00,0,1.569,0.006,-0.006,0.968,201.515,0.0,12.655,418.855,98.174,3045.03,0.0,4.185,0.52,1.337,8.302,0.383,462.501,3.0,0.011,0.004
02/08/2008 03:39:00,0,1.577,-0.036,0.008,0.965,195.916,0.0,5.952,408.612,98.174,3090.18,0.0,2.715,0.34,0.566,10.92,0.116,467.335,2.888,,
03/08/2008 13:09:00,0,1.44,0.001,0.001,0.956,200.174,0.0,7.386,400.351,80.724,2955.85,0.0,4.185,0.52,0.64,9.354,0.192,468.831,,0.029,0.009
03/08/2008 14:06:00,0,1.483,-0.018,0.006,0.964,195.416,0.0,4.565,395.986,32.33,3006.23,0.0,4.164,0.52,0.531,7.231,0.085,457.17,2.64,0.009,0.003
03/08/2008 14:25:00,0,1.498,0.023,-0.004,0.954,202.574,0.0,4.08,399.078,32.33,2958.05,0.0,,,,,,,2.686,,
03/08/2008 15:03:00,0,1.466,-0.01,-0.003,0.959,199.695,0.0,8.386,402.837,169.64,2999.72,0.0,1.603,0.2,0.564,5.529,0.112,465.407,1.633,0.01,0.003
03/08/2008 15:27:00,0,1.441,0.025,0.002,0.951,202.15,0.0,3.151,403.256,169.64,2918.9,0.0,4.317,0.54,1.556,10.285,0.267,,2.414,,
03/08/2008 16:00:00,0,1.537,-0.016,0.002,0.953,200.184,0.0,3.434,427.129,117.616,2926.07,0.0,4.185,0.52,0.634,7.72,0.108,467.222,2.244,0.054,0.014
03/08/2008 17:00:00,0,1.462,-0.003,-0.004,0.958,199.565,0.0,9.019,405.293,114.413,3032.89,0.0,1.603,0.2,1.76,6.677,0.272,471.612,3.059,0.018,0.006
03/08/2008 17:58:00,0,1.526,0.017,-0.01,0.961,201.486,0.0,12.902,419.964,70.18,2865.31,0.0,4.185,0.52,1.482,8.873,0.524,466.332,,0.012,0.004
03/08/2008 20:23:00,0,1.491,-0.0,-0.002,0.968,199.206,0.0,10.66,397.567,69.422,2855.8,0.0,2.407,0.3,0.777,10.187,0.129,464.634,2.279,0.015,0.005
03/08/2008 22:52:00,0,1.522,-0.028,-0.001,0.958,195.826,0.0,5.132,410.202,59.207,2930.22,0.0,2.407,0.3,0.816,7.895,0.11,468.324,4.115,0.011,0.003
04/08/2008 00:39:00,1,1.582,-0.001,0.006,0.965,201.96,0.0,4.748,404.693,15.291,2971.99,0.0,2.407,0.3,0.662,8.599,0.201,465.212,1.562,0.004,0.002
04/08/2008 03:45:00,0,1.588,-0.011,0.016,0.956,194.692,0.0,7.596,427.158,15.291,2940.53,0.0,4.317,0.54,1.657,9.763,0.568,,1.698,,
04/08/2008 03:49:00,0,1.603,-0.025,0.003,0.964,199.48,0.0,8.083,397.944,48.907,2916.41,0.0,2.784,0.35,1.557,8.941,0.445,465.801,,0.015,0.004
04/08/2008 13:19:00,0,1.488,0.025,-0.004,0.949,202.287,0.0,2.908,416.9,48.907,3047.67,0.0,3.607,0.45,0.916,7.435,0.029,465.464,,,
04/08/2008 14:04:00,0,1.555,0.024,-0.011,0.961,202.249,0.0,12.422,405.706,48.907,3082.45,0.0,3.607,0.45,1.679,8.917,0.295,463.359,2.901,,
04/08/2008 14:31:00,0,1.33,-0.001,0.001,0.954,202.647,0.0,4.054,405.261,118.305,3088.82,0.0,4.724,0.59,0.825,6.356,0.095,,1.982,0.024,0.008
04/08/2008 15:29:00,0,1.317,0.043,0.023,0.951,202.146,0.0,4.716,415.68,96.397,3090.42,0.0,4.724,0.59,0.906,5.124,0.139,,,0.036,0.012
04/08/2008 16:15:00,0,1.499,-0.004,-0.001,0.967,199.629,0.0,11.74,427.76,41.378,3031.9,,1.603,0.2,0.458,7.569,0.039,465.055,2.211,0.008,0.003
04/08/2008 16:31:00,0,1.453,-0.008,-0.01,0.949,201.701,0.0,4.776,405.149,41.378,3029.16,0.0,4.641,0.58,0.801,8.317,0.193,,3.285,,
04/08/2008 17:11:00,0,1.587,0.009,0.035,0.953,194.391,0.0,4.673,403.354,114.75,3040.63,0.0,3.138,0.39,0.924,6.985,0.019,467.048,2.61,0.032,0.01
04/08/2008 17:46:00,0,1.541,-0.01,-0.017,0.963,193.97,0.0,8.179,412.836,114.75,3039.93,0.0,3.138,0.39,1.776,7.279,0.154,467.784,4.012,,
04/08/2008 18:24:00,0,1.502,-0.004,0.001,0.963,199.645,0.0,9.47,404.736,114.75,2922.94,0.0,30.708,3.86,,,,460.152,3.296,,
04/08/2008 19:58:00,0,1.541,-0.01,0.004,0.961,199.646,0.0,3.836,399.767,114.75,3046.33,0.0,4.317,0.54,,,,464.371,1.535,,
04/08/2008 20:32:00,0,1.505,-0.011,0.007,0.948,203.275,0.0,13.429,408.639,114.75,3081.07,0.0,3.607,0.45,,,,460.919,2.815,,
04/08/2008 20:58:00,1,1.499,-0.009,0.001,0.955,199.678,0.0,7.621,395.572,192.298,2992.4,0.0,2.407,0.3,1.187,10.583,0.375,469.465,3.895,0.018,0.006
04/08/2008 21:43:00,0,1.531,0.001,0.003,0.965,198.611,0.0,15.478,422.509,192.298,3049.31,0.0,4.724,0.59,1.368,6.195,0.312,,,,
04/08/2008 22:51:00,0,1.623,0.006,0.019,0.965,198.9,0.0,14.089,416.666,192.298,3011.49,0.0,4.724,0.59,,,,,,,
04/08/2008 23:33:00,0,1.512,-0.01,0.005,0.977,198.436,0.0,10.179,405.21,53.637,2913.15,0.0,2.784,0.35,0.678,10.97,0.164,465.218,,0.011,0.003
05/08/2008 00:04:00,0,1.504,0.005,0.004,0.965,199.048,0.0,14.423,415.852,53.637,3080.26,0.0,4.724,0.59,0.848,5.694,0.039,,,,
05/08/2008 01:12:00,0,1.361,-0.0,-0.005,0.956,208.267,0.0,17.86,422.95,53.637,3070.5,0.0,4.724,0.59,,,,,1.036,,
05/08/2008 02:15:00,0,1.458,0.0,0.0,0.96,208.633,0.0,18.863,421.802,72.378,2960.18,0.0,,,1.262,10.091,0.358,,5.654,0.014,0.004
05/08/2008 02:36:00,0,1.575,-0.006,-0.002,0.965,197.637,0.0,15.023,418.032,66.417,2960.65,0.0,4.641,0.58,1.14,11.619,0.351,,,0.021,0.007
05/08/2008 02:45:00,0,1.405,-0.028,-0.009,0.956,199.318,0.0,12.907,432.902,66.417,3000.46,0.0,4.02,0.5,0.72,8.54,0.252,,4.617,,
05/08/2008 03:17:00,0,1.404,0.009,0.017,0.946,206.351,0.0,5.953,400.171,115.106,2946.86,0.0,,,0.58,7.524,0.262,,3.224,0.022,0.008
05/08/2008 03:36:00,0,1.398,-0.009,0.004,0.956,199.471,0.0,13.495,426.936,68.666,2831.91,0.0,4.084,0.51,0.604,9.108,0.11,,1.691,0.008,0.003
05/08/2008 03:54:00,0,1.488,0.002,0.009,0.951,203.308,0.0,3.636,404.986,40.87,2872.4,0.0,,,0.74,7.827,0.168,,3.545,0.013,0.004
05/08/2008 04:32:00,0,1.432,-0.011,0.003,0.954,199.639,0.0,13.032,425.652,22.42,3054.78,0.0,30.708,3.86,0.653,8.16,0.194,,5.297,0.007,0.002
05/08/2008 04:35:00,0,1.464,-0.009,-0.006,0.95,202.757,0.0,12.784,416.949,41.783,3086.88,0.0,3.609,0.45,0.867,7.526,0.142,,,0.015,0.006
05/08/2008 05:11:00,0,1.524,0.022,0.015,0.969,199.376,0.0,4.412,404.908,99.45,2913.42,0.0,1.603,0.2,0.596,6.465,0.191,464.183,2.872,0.014,0.004
05/08/2008 06:10:00,0,1.585,0.028,0.012,0.967,199.1,0.0,6.018,408.985,99.45,3039.57,0.0,,,0.817,10.588,0.208,,2.968,,
05/08/2008 06:11:00,0,1.55,-0.002,0.003,0.964,199.042,0.0,13.644,406.211,99.45,2958.13,0.0,4.02,0.5,0.628,8.469,0.212,,1.39,,
05/08/2008 06:21:00,0,1.445,-0.013,0.015,0.942,198.86,0.0,4.751,406.291,293.261,2928.16,0.0,30.708,3.86,1.672,9.241,0.503,464.297,,0.014,0.005
05/08/2008 07:12:00,0,1.463,-0.009,0.001,0.966,201.83,0.0,12.795,407.834,293.261,2951.2,0.0,2.225,0.28,0.966,7.604,0.334,,,,
05/08/2008 07:12:00,1,1.452,0.007,0.015,0.966,198.858,0.0,5.724,403.932,45.684,3002.85,0.0,3.365,0.42,2.066,10.371,2.524,470.465,,0.017,0.004
05/08/2008 07:48:00,0,1.444,0.001,-0.006,0.949,202.999,0.0,11.797,401.278,45.684,3046.34,0.0,30.708,3.86,1.406,9.354,0.256,,2.343,,
05/08/2008 08:50:00,0,1.517,-0.014,0.009,0.95,202.842,0.0,15.282,422.861,44.122,,0.0,4.317,0.54,0.91,9.899,0.191,,1.568,0.01,0.003
05/08/2008 09:48:00,0,1.474,0.002,0.007,0.944,206.447,0.0,5.812,401.296,44.122,2985.11,0.0,30.708,3.86,,,,,2.282,,
05/08/2008 14:17:00,0,1.405,-0.008,0.004,0.966,199.079,0.0,11.479,404.347,56.858,2943.58,0.0,30.708,3.86,1.668,9.331,0.586,465.774,3.901,0.014,0.004
05/08/2008 14:45:00,0,1.465,0.031,-0.007,0.966,199.681,0.0,18.141,411.609,53.316,2992.89,0.0,,,1.522,8.492,0.694,462.702,3.127,0.012,0.004
05/08/2008 15:45:00,0,1.538,0.033,-0.001,0.966,199.275,0.0,11.711,399.63,248.317,2962.27,0.0,4.02,0.5,0.742,7.192,0.2,462.936,1.972,0.055,0.015
05/08/2008 20:04:00,0,1.537,-0.001,0.001,0.956,197.971,0.0,9.693,415.142,35.555,3043.67,0.0,2.407,0.3,0.726,9.214,0.138,461.753,2.498,0.009,0.003
05/08/2008 21:07:00,0,1.537,-0.013,-0.001,0.952,210.518,0.0,5.679,417.405,35.555,3024.46,0.0,,,0.599,6.557,0.223,464.959,0.636,,
05/08/2008 21:22:00,0,1.497,-0.005,-0.0,0.963,201.684,0.0,16.834,426.766,35.555,3032.81,0.0,2.96,0.37,0.689,6.959,0.155,,1.714,,
05/08/2008 23:02:00,0,1.364,-0.017,0.003,0.967,197.526,0.0,12.65,415.399,188.299,3020.12,0.0,1.459,0.18,0.541,7.648,0.088,463.756,3.74,0.038,0.012
05/08/2008 23:06:00,0,1.412,-0.0,0.014,0.964,198.458,0.0,12.544,415.001,188.299,2955.3,0.0,4.185,0.52,1.06,9.726,0.445,467.872,2.861,,
05/08/2008 23:38:00,0,1.543,0.006,-0.006,0.974,200.121,0.0,2.817,415.462,188.299,3100.44,0.0,2.96,0.37,1.178,7.118,0.225,,2.789,,
06/08/2008 00:04:00,0,1.431,0.038,-0.004,0.967,198.25,0.0,5.023,403.646,87.663,2976.48,0.0,4.185,0.52,1.258,12.002,0.67,463.831,,0.013,0.004
06/08/2008 02:20:00,0,1.44,-0.018,-0.001,0.967,202.769,0.0,5.208,408.731,35.215,3056.5,0.0,2.407,0.3,0.584,7.138,0.177,466.696,3.048,0.012,0.004
06/08/2008 03:22:00,0,1.47,-0.009,0.008,0.951,210.618,0.0,5.872,420.8,71.575,3017.5,0.0,2.407,0.3,1.143,5.421,0.596,467.104,1.525,0.015,0.005
06/08/2008 05:40:00,1,1.424,-0.008,0.007,0.956,199.132,0.0,5.59,414.106,289.923,3003.13,0.0,3.609,0.45,0.583,6.633,0.201,460.241,1.534,0.017,0.006
06/08/2008 09:56:00,0,1.387,-0.009,0.003,0.951,197.688,0.0,12.632,414.527,289.923,2924.23,0.0,4.185,0.52,1.323,9.116,0.52,464.218,,,
06/08/2008 09:57:00,0,1.471,-0.015,0.006,0.967,199.555,0.0,10.072,406.124,289.923,3023.86,0.0,1.603,0.2,1.05,5.612,0.386,456.045,3.479,,
06/08/2008 12:33:00,0,1.484,-0.008,-0.0,0.966,200.065,0.0,3.446,415.211,289.923,3020.46,0.0,4.481,0.56,,,,,1.935,,
06/08/2008 13:35:00,0,1.332,0.007,0.01,0.961,202.518,0.0,6.105,402.114,289.923,3035.71,0.0,4.02,0.5,,,,,1.383,,
06/08/2008 17:35:00,0,1.47,0.002,0.012,0.961,197.603,0.0,4.111,397.748,289.923,2917.86,0.0,4.02,0.5,0.583,8.533,0.199,,1.834,,
06/08/2008 18:00:00,0,1.371,0.004,0.007,0.98,197.723,0.0,13.122,405.328,289.923,3044.46,0.0,2.225,0.28,,,,,3.283,,
06/08/2008 18:34:00,0,1.452,-0.003,0.009,0.96,198.395,0.0,3.04,427.738,289.923,2959.65,0.0,30.708,3.86,1.106,9.143,0.495,,0.898,,
06/08/2008 19:13:00,0,1.381,-0.002,-0.015,0.972,197.787,0.0,10.8,405.026,289.923,2936.3,0.0,1.834,0.23,1.17,10.057,0.296,,2.151,,
06/08/2008 19:24:00,0,1.567,-0.007,-0.007,0.962,202.342,0.0,12.289,407.812,289.923,3001.41,0.0,3.179,0.4,,,,461.742,2.22,,
06/08/2008 20:00:00,0,1.449,0.002,-0.004,0.965,202.469,0.0,10.389,402.124,289.923,3072.73,0.0,3.179,0.4,0.861,5.841,0.137,463.681,1.932,,
06/08/2008 20:17:00,0,1.492,-0.011,0.014,0.953,198.828,0.0,12.034,424.572,31.274,2989.63,0.0,30.708,3.86,,,,,2.419,0.011,0.004
06/08/2008 21:15:00,0,1.415,-0.004,0.004,0.953,198.123,0.0,11.138,401.599,112.862,3027.1,0.0,1.603,0.2,0.595,9.166,0.094,462.144,3.335,0.015,0.005
06/08/2008 22:27:00,0,1.479,0.002,-0.008,0.976,197.628,0.0,12.435,399.736,397.5,2950.0,0.0,1.603,0.2,0.661,11.219,0.241,463.436,3.627,0.022,0.006
06/08/2008 23:40:00,0,1.478,-0.02,-0.006,0.968,197.566,0.0,12.086,407.854,397.5,3095.5,0.0,1.459,0.18,,,,469.921,2.046,,
06/08/2008 23:45:00,0,1.46,0.003,0.007,0.962,202.373,0.0,4.589,400.958,397.5,3049.19,0.0,4.02,0.5,0.563,9.387,0.048,,2.291,,
07/08/2008 00:51:00,0,1.557,0.0,-0.003,0.963,202.538,0.0,5.594,420.998,397.5,3050.47,0.0,4.185,0.52,1.339,9.303,0.294,465.516,2.203,,
07/08/2008 07:30:00,0,1.564,-0.014,-0.005,0.969,202.688,0.0,6.019,415.117,397.5,2957.73,0.0,3.059,0.38,0.84,9.258,0.192,,2.952,,
07/08/2008 08:21:00,0,1.442,-0.004,-0.004,0.951,202.86,0.0,3.593,398.981,102.894,2963.35,0.0,3.607,0.45,1.474,7.119,0.552,459.948,1.749,0.019,0.006
07/08/2008 08:45:00,0,1.571,-0.014,-0.003,0.96,197.348,0.0,11.554,421.389,102.894,2983.27,0.0,4.087,0.51,1.556,7.914,0.407,462.915,1.73,,
