timestamp,s_2,s_3,s_4,s_7,s_11
2024-01-03 00:00:00,642.41,1591.74,1404.4,553.29,47.398
2024-01-03 01:00:00,642.89,1590.36,1405.43,552.8,47.339
2024-01-03 02:00:00,643.27,1590.13,1405.61,553.33,47.413
2024-01-03 03:00:00,642.66,1590.87,1405.29,552.98,47.471
2024-01-03 04:00:00,643.39,1591.11,1405.57,553.52,47.42
2024-01-03 05:00:00,642.07,1591.99,1404.73,552.67,47.427
2024-01-03 06:00:00,641.95,1590.04,1405.06,553.37,47.345
2024-01-03 07:00:00,642.73,1592.56,1404.87,552.89,47.358
2024-01-03 08:00:00,642.95,1591.41,1405.18,552.62,47.277
2024-01-03 09:00:00,642.8,1591.32,1405.97,552.65,47.663
2024-01-03 10:00:00,641.91,1590.98,1404.83,552.67,47.312
2024-01-03 11:00:00,642.83,1590.59,1405.11,552.88,47.386
2024-01-03 12:00:00,642.32,1592.63,1404.5,552.89,47.39
2024-01-03 13:00:00,643.24,1592.16,1405.9,552.54,47.592
2024-01-03 14:00:00,643.13,1591.19,1405.26,552.68,47.457
2024-01-03 15:00:00,642.58,1591.3,1404.75,553.31,47.65
2024-01-03 16:00:00,642.8,1592.18,1405.06,553.16,47.427
2024-01-03 17:00:00,642.59,1593.92,1404.94,552.76,47.549
2024-01-03 18:00:00,643.07,1592.46,1406.02,552.62,47.423
2024-01-03 19:00:00,643.55,1591.55,1406.87,552.62,47.789
2024-01-03 20:00:00,642.71,1592.7,1406.4,552.75,47.397
2024-01-03 21:00:00,643.41,1592.79,1406.16,552.23,47.584
2024-01-03 22:00:00,642.98,1590.86,1406.59,552.44,47.631
2024-01-03 23:00:00,642.89,1593.2,1405.91,552.0,47.612
2024-01-04 00:00:00,643.23,1593.17,1406.52,552.6,47.548
2024-01-04 01:00:00,642.85,1594.08,1406.4,552.65,47.563
2024-01-04 02:00:00,643.09,1595.2,1405.88,552.29,47.591
2024-01-04 03:00:00,642.84,1594.69,1406.33,552.89,47.576
2024-01-04 04:00:00,644.29,1593.59,1408.3,552.03,47.717
2024-01-04 05:00:00,643.45,1592.96,1407.33,551.94,47.875
2024-01-04 06:00:00,643.15,1596.35,1406.86,552.42,47.55
2024-01-04 07:00:00,643.6,1594.22,1408.62,552.65,47.461
2024-01-04 08:00:00,643.48,1594.29,1406.95,552.82,47.622
2024-01-04 09:00:00,643.46,1594.37,1407.02,552.15,47.95
2024-01-04 10:00:00,643.87,1594.69,1407.6,552.59,47.552
2024-01-04 11:00:00,643.97,1594.49,1407.82,552.24,47.853
2024-01-04 12:00:00,643.42,1594.21,1407.05,552.18,47.865
2024-01-04 13:00:00,643.43,1594.34,1408.03,552.47,47.605
2024-01-04 14:00:00,643.59,1594.94,1408.41,552.38,47.748
2024-01-04 15:00:00,642.71,1594.57,1406.23,551.69,47.883
2024-01-04 16:00:00,643.1,1594.52,1406.7,552.59,47.65
2024-01-04 17:00:00,644.43,1595.41,1409.26,552.54,47.679
2024-01-04 18:00:00,644.58,1595.18,1409.0,551.92,47.641
2024-01-04 19:00:00,643.76,1597.01,1408.49,552.2,47.597
2024-01-04 20:00:00,644.17,1593.05,1408.9,552.21,47.649
2024-01-04 21:00:00,644.08,1596.85,1407.96,552.12,47.588
2024-01-04 22:00:00,645.35,1597.12,1411.32,551.86,47.746
2024-01-04 23:00:00,644.5,1593.93,1410.3,551.8,47.658
2024-01-05 00:00:00,643.97,1595.77,1408.4,551.97,47.786
2024-01-05 01:00:00,643.63,1595.85,1408.08,552.31,47.579
2024-01-05 02:00:00,643.37,1594.91,1408.1,552.1,47.813
2024-01-05 03:00:00,644.22,1595.66,1409.36,551.81,47.881
2024-01-05 04:00:00,643.82,1595.43,1409.01,552.13,47.55
2024-01-05 05:00:00,643.55,1598.51,1409.36,551.02,47.842
2024-01-05 06:00:00,643.93,1597.78,1408.84,552.2,47.952
2024-01-05 07:00:00,643.76,1598.25,1408.34,551.31,47.667
2024-01-05 08:00:00,645.04,1597.79,1409.89,551.7,48.021
2024-01-05 09:00:00,644.71,1595.95,1409.8,551.46,47.878
2024-01-05 10:00:00,644.34,1596.7,1409.68,551.38,47.751
2024-01-05 11:00:00,645.04,1597.9,1411.62,552.1,47.837
2024-01-05 12:00:00,644.44,1596.17,1409.67,551.59,47.919
2024-01-05 13:00:00,644.05,1598.38,1409.54,551.81,47.868
2024-01-05 14:00:00,645.15,1597.46,1411.0,551.67,47.932
2024-01-05 15:00:00,644.74,1597.42,1411.08,551.81,47.765
2024-01-05 16:00:00,644.06,1598.73,1410.84,551.67,47.903
2024-01-05 17:00:00,644.48,1598.56,1409.95,551.24,47.721
2024-01-05 18:00:00,644.2,1597.77,1409.63,551.9,47.885
2024-01-05 19:00:00,644.0,1599.6,1410.16,551.44,47.798
2024-01-05 20:00:00,645.07,1597.18,1411.52,551.1,47.826
2024-01-05 21:00:00,645.55,1599.22,1412.82,551.41,48.07
2024-01-05 22:00:00,644.09,1599.31,1410.2,551.97,48.061
2024-01-05 23:00:00,645.0,1598.39,1411.05,551.76,48.011
2024-01-06 00:00:00,644.49,1599.24,1410.85,551.37,47.814
2024-01-06 01:00:00,644.59,1597.52,1411.3,551.35,47.915
2024-01-06 02:00:00,644.58,1600.17,1411.19,551.34,48.107
2024-01-06 03:00:00,644.49,1598.99,1410.95,552.04,47.986
2024-01-06 04:00:00,644.93,1598.71,1411.89,551.51,48.255
2024-01-06 05:00:00,644.56,1600.68,1411.47,551.5,48.032
2024-01-06 06:00:00,645.09,1598.71,1412.37,551.66,48.015
2024-01-06 07:00:00,644.98,1597.98,1411.9,551.4,47.963
2024-01-06 08:00:00,644.92,1597.9,1411.45,551.23,48.024
2024-01-06 09:00:00,644.65,1600.63,1411.28,551.23,47.997
2024-01-06 10:00:00,644.83,1598.45,1412.11,551.25,48.108
2024-01-06 11:00:00,645.46,1602.27,1412.02,551.24,48.146
2024-01-06 12:00:00,645.38,1597.68,1412.55,551.45,47.945
2024-01-06 13:00:00,644.75,1602.45,1411.33,551.22,47.887
2024-01-06 14:00:00,645.26,1600.73,1412.31,551.41,47.834
2024-01-06 15:00:00,645.59,1600.46,1413.44,551.14,48.123
2024-01-06 16:00:00,644.53,1600.01,1411.46,551.17,47.938
2024-01-06 17:00:00,645.56,1601.32,1412.88,550.53,47.82
2024-01-06 18:00:00,645.05,1600.88,1411.51,551.38,48.133
2024-01-06 19:00:00,645.63,1602.45,1413.42,551.19,48.393
2024-01-06 20:00:00,645.06,1601.3,1412.62,551.36,48.101
2024-01-06 21:00:00,644.63,1601.46,1412.82,550.17,48.21
2024-01-06 22:00:00,644.74,1600.91,1411.79,551.65,48.127
2024-01-06 23:00:00,645.52,1601.43,1413.19,550.96,48.113
2024-01-07 00:00:00,645.65,1602.02,1413.43,551.31,48.243
2024-01-07 01:00:00,645.16,1599.48,1413.46,550.65,48.106
2024-01-07 02:00:00,645.88,1600.07,1413.67,551.12,48.181
2024-01-07 03:00:00,644.88,1602.94,1412.51,550.6,48.195
2024-01-07 04:00:00,645.63,1602.3,1413.77,550.71,48.084
2024-01-07 05:00:00,645.14,1601.94,1412.92,551.45,48.291
2024-01-07 06:00:00,645.43,1602.33,1413.06,550.8,48.159
2024-01-07 07:00:00,645.77,1602.89,1413.9,550.9,48.097
2024-01-07 08:00:00,645.39,1601.8,1413.85,551.07,48.26
2024-01-07 09:00:00,645.64,1601.59,1413.2,550.94,48.095
2024-01-07 10:00:00,646.3,1603.03,1414.75,550.82,48.214
2024-01-07 11:00:00,645.62,1601.53,1413.43,550.86,48.218
2024-01-07 12:00:00,646.28,1603.55,1415.35,551.45,48.357
2024-01-07 13:00:00,645.43,1600.74,1412.85,550.69,48.291
2024-01-07 14:00:00,646.21,1604.65,1414.47,550.75,48.239
2024-01-07 15:00:00,646.65,1603.99,1415.6,550.98,48.348
2024-01-07 16:00:00,644.92,1603.81,1413.82,550.98,48.425
2024-01-07 17:00:00,645.7,1604.95,1414.14,550.98,48.333
2024-01-07 18:00:00,646.35,1606.04,1414.85,550.8,48.275
2024-01-07 19:00:00,646.03,1605.24,1415.67,550.24,48.199
2024-01-07 20:00:00,646.32,1601.27,1414.46,551.05,48.33
2024-01-07 21:00:00,645.92,1602.18,1413.57,550.2,48.523
2024-01-07 22:00:00,646.26,1603.23,1415.41,550.61,48.588
2024-01-07 23:00:00,646.18,1604.29,1414.88,550.27,48.74
2024-01-08 00:00:00,646.81,1605.12,1415.55,550.46,48.871
2024-01-08 01:00:00,646.43,1603.42,1415.92,550.56,49.029
2024-01-08 02:00:00,646.5,1604.87,1415.84,550.53,49.059
2024-01-08 03:00:00,646.19,1603.59,1415.05,550.54,49.227
2024-01-08 04:00:00,646.19,1603.92,1414.74,550.88,49.278
2024-01-08 05:00:00,646.24,1602.85,1415.93,550.51,49.135
2024-01-08 06:00:00,646.65,1603.67,1416.44,550.28,49.361
2024-01-08 07:00:00,646.31,1603.14,1415.63,550.62,49.558
2024-01-08 08:00:00,646.66,1603.81,1417.14,550.67,49.531
2024-01-08 09:00:00,647.5,1606.99,1416.91,549.92,49.85
2024-01-08 10:00:00,646.99,1604.07,1416.01,550.45,50.063
2024-01-08 11:00:00,646.48,1609.64,1415.76,550.46,50.128
2024-01-08 12:00:00,647.2,1606.49,1417.14,550.14,50.057
2024-01-08 13:00:00,646.5,1606.14,1416.35,550.62,50.363
2024-01-08 14:00:00,645.8,1604.64,1415.18,550.14,50.304
2024-01-08 15:00:00,646.3,1607.17,1416.22,550.2,50.347
2024-01-08 16:00:00,645.94,1605.3,1414.96,550.09,50.415
2024-01-08 17:00:00,646.65,1606.5,1417.35,550.13,50.554
2024-01-08 18:00:00,646.85,1610.44,1416.91,549.78,50.646
2024-01-08 19:00:00,647.63,1606.39,1418.65,549.65,50.814
2024-01-08 20:00:00,647.05,1608.47,1417.5,550.54,50.915
2024-01-08 21:00:00,646.84,1605.65,1417.31,549.79,50.997
2024-01-08 22:00:00,647.34,1606.83,1418.11,549.72,51.151
2024-01-08 23:00:00,646.0,1609.83,1416.22,549.35,51.343
